"Date","Price_WMG","Return_WMG","Price_UMG","Return_UMG","Price_SPOT","Return_SPOT","Price_RSVR","Return_RSVR","Price_LYV","Return_LYV","date","rate_week_average","sp500","cd","tech","sp_returns","sp_returns_excess"
2024-09-13,29.02,5.144927536,26.15824,0.599793557,337.9,4.687548409,7.72,5.320600273,98.85,6.542358267,"2024-09-13",4.852,5548.496,1539.77,9953.966,1.01061681184181,-3.84138318815819
2024-09-20,30.44,4.893177119,25.42085,-1.227964995,365.17,8.07043504,7.5,-2.849740933,103.64,4.845725847,"2024-09-20",4.664,5660.424,1581.18,10140.206,1.02017267382008,-3.64382732617992
2024-09-27,31.2,2.496714849,26.60867,1.37736859,369.2,1.103595586,7.83,4.4,108.74,4.920879969,"2024-09-27",4.508,5731.46,1615.02,10391.738,1.01254958992471,-3.49545041007529
2024-10-04,31.14,-0.192307692,25.61352,-1.01582988,371.45,0.609425785,7.59,-3.0651341,110.87,1.958800809,"2024-10-04",4.502,5726.356,1588.78,10367.554,0.999109476468474,-3.50289052353153
2024-10-11,31.14,0,25.92871,1.47126964,373.7,0.605734285,8.73,15.01976285,114.81,3.553711554,"2024-10-11",4.538,5766.838,1566.28,10621.672,1.0070694172699,-3.5309305827301
2024-10-18,32.41,4.078355812,26.15687,0.263030291,378.88,1.386138614,8.85,1.374570447,114.94,0.113230555,"2024-10-18",4.525,5844.744,1588.67,10622.054,1.0135093096078,-3.5114906903922
2024-10-25,32.38,-0.092564023,25.51061,0.583536158,379.16,0.073902027,8.55,-3.389830508,116.32,1.200626414,"2024-10-25",4.512,5824.116,1607.09,10450.406,0.996470675191249,-3.51552932480875
2024-11-01,32.21,-0.525015442,25.41042,1.359899479,384.5,1.408376411,8.25,-3.50877193,117.15,0.713548831,"2024-11-01",4.46,5780.872,1622.68,10434.56,0.992575010525202,-3.4674249894748
2024-11-08,33,2.452654455,25.39104,1.07242245,400.68,4.208062419,9,9.090909091,123,4.993597951,"2024-11-08",4.434,5878.626,1721.64,10636.438,1.01690990563361,-3.41709009436639
2024-11-15,32.92,-0.242424242,24.36819,-1.962110389,458.32,14.38554457,8.72,-3.111111111,129,4.87804878,"2024-11-15",4.4125,5958.102,1728.12,10675.672,1.01351948567573,-3.39898051432427
2024-11-22,31.85,-3.250303767,23.5261,2.193373401,475.04,3.648106127,9.43,8.142201835,140.29,8.751937984,"2024-11-22",4.422,5929.152,1735.33,10589.218,0.995141070092456,-3.42685892990754
2024-11-29,32.52,2.103610675,24.10561,1.162213418,476.96,0.40417649,9.44,0.106044539,138.25,-1.454130729,"2024-11-29",4.4025,6010.03,1774.06,10778.62,1.01364073648306,-3.38885926351694
2024-12-06,32.41,-0.338253383,24.66824,-0.032581896,498.63,4.543357934,9.37,-0.741525424,136.76,-1.077757685,"2024-12-06",4.348,6069.78,1865.46,10986.298,1.00994171410126,-3.33805828589874
2024-12-13,32.52,0.339401419,25.67322,0.734876067,483.31,-3.072418426,9.05,-3.415154749,135.95,-0.592278444,"2024-12-13",4.262,6054.858,1911.33,10900.236,0.997541591293259,-3.26445840870674
2024-12-20,31.16,-4.18204182,25.41547,1.228097357,460.88,-4.640913699,9.26,2.320441989,133.28,-1.963957337,"2024-12-20",4.244,5958.956,1843.9,10654.25,0.984161147957557,-3.25983885204244
2024-12-27,31.45,0.930680359,25.73987,0.879822288,456.48,-0.954695365,8.86,-4.319654428,131.85,-1.072929172,"2024-12-27",4.2375,6005.635,1900.34,10615.2925,1.00783341914255,-3.22966658085745
2025-01-03,31.02,-1.367249603,24.62252,-1.369786192,466.69,2.236680687,8.49,-4.176072235,129.49,-1.78991278,"2025-01-03",4.21,5923.8575,1821.22,10536.035,0.986383205106537,-3.22361679489346
2025-01-10,29.34,-5.415860735,24.75192,-1.037486491,459.53,-1.534209004,7.92,-6.713780919,128.51,-0.756815198,"2025-01-10",4.218,5856.105,1818.16,10348.1625,0.98856277349683,-3.22943722650317
2025-01-17,30.24,3.067484663,25.34267,0.785038299,485.53,5.657954867,7.91,-0.126262626,135.61,5.524861878,"2025-01-17",4.21,5983.2875,1877.25,10678.915,1.02171793367776,-3.18828206632224
2025-01-24,29.8,-1.455026455,25.45764,-0.065320786,510.43,5.12841637,8.15,3.034134008,140.74,3.782906865,"2025-01-24",4.21,6077.26,1906.55,10867.204,1.01570583061569,-3.19429416938431
2025-01-31,31.8,6.711409396,28.07148,-0.304256645,548.55,7.468213075,8.31,1.963190184,144.68,2.799488418,"2025-01-31",4.206,6036.692,1915.52,10823.15,0.993324623267723,-3.21267537673228
2025-02-07,32.72,2.893081761,27.84876,1.712795565,622.99,13.57032176,7.96,-4.21179302,148.31,2.508985347,"2025-02-07",4.228,6061.196,1869.46,11044.148,1.00405917678093,-3.22394082321907
2025-02-14,36.3,10.94132029,30.35472,1.656594126,638.18,2.438241384,8.04,1.005025126,153.76,3.674735352,"2025-02-14",4.225,6102.8125,1860.46,11328.89,1.00686605415829,-3.21813394584171
2025-02-21,35.26,-2.865013774,29.31733,-0.708515359,607.38,-4.826224576,7.7,-4.228855721,149.4,-2.835587929,"2025-02-21",4.204,6042.66,1822.52,11038.55,0.990143478928773,-3.21385652107123
2025-02-28,33.7,-4.424276801,27.91595,-1.634749113,608.01,0.103724192,7.83,1.688311688,143.36,-4.042838019,"2025-02-28",4.202,5880,1698.84,10345.418,0.973081391307802,-3.2289186086922
