"date","rate_week_average"
2014-10-30,0.02
2014-10-31,0.02
2014-11-03,0.02
2014-11-04,0.02
2014-11-05,0.0275
2014-11-06,0.0275
2014-11-07,0.0275
2014-11-10,0.0275
2014-11-11,0.0275
2014-11-12,0.022
2014-11-13,0.022
2014-11-14,0.022
2014-11-17,0.022
2014-11-18,0.022
2014-11-19,0.016
2014-11-20,0.016
2014-11-21,0.016
2014-11-24,0.016
2014-11-25,0.016
2014-11-26,0.025
2014-11-27,0.025
2014-11-28,0.025
2014-12-01,0.025
2014-12-02,0.025
2014-12-03,0.024
2014-12-04,0.024
2014-12-05,0.024
2014-12-08,0.024
2014-12-09,0.024
2014-12-10,0.03
2014-12-11,0.03
2014-12-12,0.03
2014-12-15,0.03
2014-12-16,0.03
2014-12-17,0.038
2014-12-18,0.038
2014-12-19,0.038
2014-12-22,0.038
2014-12-23,0.038
2014-12-24,0.02
2014-12-25,0.02
2014-12-26,0.02
2014-12-29,0.02
2014-12-30,0.02
2014-12-31,0.04
2015-01-01,0.0275
2015-01-02,0.0275
2015-01-05,0.0275
2015-01-06,0.0275
2015-01-07,0.0275
2015-01-08,0.03
2015-01-09,0.03
2015-01-12,0.03
2015-01-13,0.03
2015-01-14,0.03
2015-01-15,0.03
2015-01-16,0.03
2015-01-19,0.03
2015-01-20,0.03
2015-01-21,0.03
2015-01-22,0.024
2015-01-23,0.024
2015-01-26,0.024
2015-01-27,0.024
2015-01-28,0.024
2015-01-29,0.02
2015-01-30,0.02
2015-02-02,0.02
2015-02-03,0.02
2015-02-04,0.02
2015-02-05,0.014
2015-02-06,0.014
2015-02-09,0.014
2015-02-10,0.014
2015-02-11,0.014
2015-02-12,0.0175
2015-02-13,0.0175
2015-02-16,0.0175
2015-02-17,0.0175
2015-02-18,0.0175
2015-02-19,0.02
2015-02-20,0.02
2015-02-23,0.02
2015-02-24,0.02
2015-02-25,0.02
2015-02-26,0.02
2015-02-27,0.02
2015-03-02,0.02
2015-03-03,0.02
2015-03-04,0.02
2015-03-05,0.02
2015-03-06,0.02
2015-03-09,0.02
2015-03-10,0.02
2015-03-11,0.02
2015-03-12,0.038
2015-03-13,0.038
2015-03-16,0.038
2015-03-17,0.038
2015-03-18,0.038
2015-03-19,0.026
2015-03-20,0.026
2015-03-23,0.026
2015-03-24,0.026
2015-03-25,0.026
2015-03-26,0.034
2015-03-27,0.034
2015-03-30,0.034
2015-03-31,0.034
2015-04-01,0.034
2015-04-02,0.024
2015-04-03,0.024
2015-04-06,0.024
2015-04-07,0.024
2015-04-08,0.024
2015-04-09,0.024
2015-04-10,0.024
2015-04-13,0.024
2015-04-14,0.024
2015-04-15,0.024
2015-04-16,0.024
2015-04-17,0.024
2015-04-20,0.024
2015-04-21,0.024
2015-04-22,0.024
2015-04-23,0.022
2015-04-24,0.022
2015-04-27,0.022
2015-04-28,0.022
2015-04-29,0.022
2015-04-30,0.014
2015-05-01,0.014
2015-05-04,0.014
2015-05-05,0.014
2015-05-06,0.014
2015-05-07,0.018
2015-05-08,0.018
2015-05-11,0.018
2015-05-12,0.018
2015-05-13,0.018
2015-05-14,0.018
2015-05-15,0.018
2015-05-18,0.018
2015-05-19,0.018
2015-05-20,0.018
2015-05-21,0.0175
2015-05-22,0.0175
2015-05-25,0.0175
2015-05-26,0.0175
2015-05-27,0.0175
2015-05-28,0.014
2015-05-29,0.014
2015-06-01,0.014
2015-06-02,0.014
2015-06-03,0.014
2015-06-04,0.022
2015-06-05,0.022
2015-06-08,0.022
2015-06-09,0.022
2015-06-10,0.022
2015-06-11,0.014
2015-06-12,0.014
2015-06-15,0.014
2015-06-16,0.014
2015-06-17,0.014
2015-06-18,0.01
2015-06-19,0.01
2015-06-22,0.01
2015-06-23,0.01
2015-06-24,0.01
2015-06-25,0.012
2015-06-26,0.012
2015-06-29,0.012
2015-06-30,0.012
2015-07-01,0.012
2015-07-02,0.0175
2015-07-03,0.0175
2015-07-06,0.0175
2015-07-07,0.0175
2015-07-08,0.0175
2015-07-09,0.018
2015-07-10,0.018
2015-07-13,0.018
2015-07-14,0.018
2015-07-15,0.018
2015-07-16,0.032
2015-07-17,0.032
2015-07-20,0.032
2015-07-21,0.032
2015-07-22,0.032
2015-07-23,0.046
2015-07-24,0.046
2015-07-27,0.046
2015-07-28,0.046
2015-07-29,0.046
2015-07-30,0.078
2015-07-31,0.078
2015-08-03,0.078
2015-08-04,0.078
2015-08-05,0.078
2015-08-06,0.084
2015-08-07,0.084
2015-08-10,0.084
2015-08-11,0.084
2015-08-12,0.084
2015-08-13,0.082
2015-08-14,0.082
2015-08-17,0.082
2015-08-18,0.082
2015-08-19,0.082
2015-08-20,0.048
2015-08-21,0.048
2015-08-24,0.048
2015-08-25,0.048
2015-08-26,0.048
2015-08-27,0.052
2015-08-28,0.052
2015-08-31,0.052
2015-09-01,0.052
2015-09-02,0.052
2015-09-03,0.0325
2015-09-04,0.0325
2015-09-07,0.0325
2015-09-08,0.0325
2015-09-09,0.0325
2015-09-10,0.052
2015-09-11,0.052
2015-09-14,0.052
2015-09-15,0.052
2015-09-16,0.052
2015-09-17,0.002
2015-09-18,0.002
2015-09-21,0.002
2015-09-22,0.002
2015-09-23,0.002
2015-09-24,0.002
2015-09-25,0.002
2015-09-28,0.002
2015-09-29,0.002
2015-09-30,0.002
2015-10-01,-0.002
2015-10-02,-0.002
2015-10-05,-0.002
2015-10-06,-0.002
2015-10-07,-0.002
2015-10-08,0.0025
2015-10-09,0.0025
2015-10-12,0.0025
2015-10-13,0.0025
2015-10-14,0.0025
2015-10-15,0.014
2015-10-16,0.014
2015-10-19,0.014
2015-10-20,0.014
2015-10-21,0.014
2015-10-22,0.02
2015-10-23,0.02
2015-10-26,0.02
2015-10-27,0.02
2015-10-28,0.02
2015-10-29,0.068
2015-10-30,0.068
2015-11-02,0.068
2015-11-03,0.068
2015-11-04,0.068
2015-11-05,0.1
2015-11-06,0.1
2015-11-09,0.1
2015-11-10,0.1
2015-11-11,0.1
2015-11-12,0.136
2015-11-13,0.136
2015-11-16,0.136
2015-11-17,0.136
2015-11-18,0.136
2015-11-19,0.142
2015-11-20,0.142
2015-11-23,0.142
2015-11-24,0.142
2015-11-25,0.142
2015-11-26,0.2025
2015-11-27,0.2025
2015-11-30,0.2025
2015-12-01,0.2025
2015-12-02,0.2025
2015-12-03,0.25
2015-12-04,0.25
2015-12-07,0.25
2015-12-08,0.25
2015-12-09,0.25
2015-12-10,0.248
2015-12-11,0.248
2015-12-14,0.248
2015-12-15,0.248
2015-12-16,0.248
2015-12-17,0.214
2015-12-18,0.214
2015-12-21,0.214
2015-12-22,0.214
2015-12-23,0.214
2015-12-24,0.2175
2015-12-25,0.2175
2015-12-28,0.2175
2015-12-29,0.2175
2015-12-30,0.2175
2015-12-31,0.16
2016-01-01,0.2075
2016-01-04,0.2075
2016-01-05,0.2075
2016-01-06,0.2075
2016-01-07,0.2075
2016-01-08,0.218
2016-01-11,0.218
2016-01-12,0.218
2016-01-13,0.218
2016-01-14,0.218
2016-01-15,0.2575
2016-01-18,0.2575
2016-01-19,0.2575
2016-01-20,0.2575
2016-01-21,0.2575
2016-01-22,0.316
2016-01-25,0.316
2016-01-26,0.316
2016-01-27,0.316
2016-01-28,0.316
2016-01-29,0.326
2016-02-01,0.326
2016-02-02,0.326
2016-02-03,0.326
2016-02-04,0.326
2016-02-05,0.3
2016-02-08,0.3
2016-02-09,0.3
2016-02-10,0.3
2016-02-11,0.3
2016-02-12,0.2975
2016-02-15,0.2975
2016-02-16,0.2975
2016-02-17,0.2975
2016-02-18,0.2975
2016-02-19,0.32
2016-02-22,0.32
2016-02-23,0.32
2016-02-24,0.32
2016-02-25,0.32
2016-02-26,0.32
2016-02-29,0.32
2016-03-01,0.32
2016-03-02,0.32
2016-03-03,0.32
2016-03-04,0.3
2016-03-07,0.3
2016-03-08,0.3
2016-03-09,0.3
2016-03-10,0.3
2016-03-11,0.32
2016-03-14,0.32
2016-03-15,0.32
2016-03-16,0.32
2016-03-17,0.32
2016-03-18,0.298
2016-03-21,0.298
2016-03-22,0.298
2016-03-23,0.298
2016-03-24,0.298
2016-03-25,0.2325
2016-03-28,0.2325
2016-03-29,0.2325
2016-03-30,0.2325
2016-03-31,0.2325
2016-04-01,0.23
2016-04-04,0.23
2016-04-05,0.23
2016-04-06,0.23
2016-04-07,0.23
2016-04-08,0.226
2016-04-11,0.226
2016-04-12,0.226
2016-04-13,0.226
2016-04-14,0.226
2016-04-15,0.222
2016-04-18,0.222
2016-04-19,0.222
2016-04-20,0.222
2016-04-21,0.222
2016-04-22,0.236
2016-04-25,0.236
2016-04-26,0.236
2016-04-27,0.236
2016-04-28,0.236
2016-04-29,0.208
2016-05-02,0.208
2016-05-03,0.208
2016-05-04,0.208
2016-05-05,0.208
2016-05-06,0.24
2016-05-09,0.24
2016-05-10,0.24
2016-05-11,0.24
2016-05-12,0.24
2016-05-13,0.288
2016-05-16,0.288
2016-05-17,0.288
2016-05-18,0.288
2016-05-19,0.288
2016-05-20,0.33
2016-05-23,0.33
2016-05-24,0.33
2016-05-25,0.33
2016-05-26,0.33
2016-05-27,0.3075
2016-05-30,0.3075
2016-05-31,0.3075
2016-06-01,0.3075
2016-06-02,0.3075
2016-06-03,0.268
2016-06-06,0.268
2016-06-07,0.268
2016-06-08,0.268
2016-06-09,0.268
2016-06-10,0.264
2016-06-13,0.264
2016-06-14,0.264
2016-06-15,0.264
2016-06-16,0.264
2016-06-17,0.276
2016-06-20,0.276
2016-06-21,0.276
2016-06-22,0.276
2016-06-23,0.276
2016-06-24,0.262
2016-06-27,0.262
2016-06-28,0.262
2016-06-29,0.262
2016-06-30,0.262
2016-07-01,0.2775
2016-07-04,0.2775
2016-07-05,0.2775
2016-07-06,0.2775
2016-07-07,0.2775
2016-07-08,0.298
2016-07-11,0.298
2016-07-12,0.298
2016-07-13,0.298
2016-07-14,0.298
2016-07-15,0.314
2016-07-18,0.314
2016-07-19,0.314
2016-07-20,0.314
2016-07-21,0.314
2016-07-22,0.302
2016-07-25,0.302
2016-07-26,0.302
2016-07-27,0.302
2016-07-28,0.302
2016-07-29,0.278
2016-08-01,0.278
2016-08-02,0.278
2016-08-03,0.278
2016-08-04,0.278
2016-08-05,0.286
2016-08-08,0.286
2016-08-09,0.286
2016-08-10,0.286
2016-08-11,0.286
2016-08-12,0.29
2016-08-15,0.29
2016-08-16,0.29
2016-08-17,0.29
2016-08-18,0.29
2016-08-19,0.304
2016-08-22,0.304
2016-08-23,0.304
2016-08-24,0.304
2016-08-25,0.304
2016-08-26,0.33
2016-08-29,0.33
2016-08-30,0.33
2016-08-31,0.33
2016-09-01,0.33
2016-09-02,0.33
2016-09-05,0.33
2016-09-06,0.33
2016-09-07,0.33
2016-09-08,0.33
2016-09-09,0.338
2016-09-12,0.338
2016-09-13,0.338
2016-09-14,0.338
2016-09-15,0.338
2016-09-16,0.258
2016-09-19,0.258
2016-09-20,0.258
2016-09-21,0.258
2016-09-22,0.258
2016-09-23,0.244
2016-09-26,0.244
2016-09-27,0.244
2016-09-28,0.244
2016-09-29,0.244
2016-09-30,0.314
2016-10-03,0.314
2016-10-04,0.314
2016-10-05,0.314
2016-10-06,0.314
2016-10-07,0.33
2016-10-10,0.33
2016-10-11,0.33
2016-10-12,0.33
2016-10-13,0.33
2016-10-14,0.334
2016-10-17,0.334
2016-10-18,0.334
2016-10-19,0.334
2016-10-20,0.334
2016-10-21,0.324
2016-10-24,0.324
2016-10-25,0.324
2016-10-26,0.324
2016-10-27,0.324
2016-10-28,0.342
2016-10-31,0.342
2016-11-01,0.342
2016-11-02,0.342
2016-11-03,0.342
2016-11-04,0.424
2016-11-07,0.424
2016-11-08,0.424
2016-11-09,0.424
2016-11-10,0.424
2016-11-11,0.4825
2016-11-14,0.4825
2016-11-15,0.4825
2016-11-16,0.4825
2016-11-17,0.4825
2016-11-18,0.4675
2016-11-21,0.4675
2016-11-22,0.4675
2016-11-23,0.4675
2016-11-24,0.4675
2016-11-25,0.478
2016-11-28,0.478
2016-11-29,0.478
2016-11-30,0.478
2016-12-01,0.478
2016-12-02,0.494
2016-12-05,0.494
2016-12-06,0.494
2016-12-07,0.494
2016-12-08,0.494
2016-12-09,0.524
2016-12-12,0.524
2016-12-13,0.524
2016-12-14,0.524
2016-12-15,0.524
2016-12-16,0.51
2016-12-19,0.51
2016-12-20,0.51
2016-12-21,0.51
2016-12-22,0.51
2016-12-23,0.5
2016-12-26,0.5
2016-12-27,0.5
2016-12-28,0.5
2016-12-29,0.5
2016-12-30,0.5
2017-01-02,0.52
2017-01-03,0.52
2017-01-04,0.52
2017-01-05,0.52
2017-01-06,0.52
2017-01-09,0.51
2017-01-10,0.51
2017-01-11,0.51
2017-01-12,0.51
2017-01-13,0.51
2017-01-16,0.515
2017-01-17,0.515
2017-01-18,0.515
2017-01-19,0.515
2017-01-20,0.515
2017-01-23,0.502
2017-01-24,0.502
2017-01-25,0.502
2017-01-26,0.502
2017-01-27,0.502
2017-01-30,0.508
2017-01-31,0.508
2017-02-01,0.508
2017-02-02,0.508
2017-02-03,0.508
2017-02-06,0.532
2017-02-07,0.532
2017-02-08,0.532
2017-02-09,0.532
2017-02-10,0.532
2017-02-13,0.526
2017-02-14,0.526
2017-02-15,0.526
2017-02-16,0.526
2017-02-17,0.526
2017-02-20,0.5175
2017-02-21,0.5175
2017-02-22,0.5175
2017-02-23,0.5175
2017-02-24,0.5175
2017-02-27,0.602
2017-02-28,0.602
2017-03-01,0.602
2017-03-02,0.602
2017-03-03,0.602
2017-03-06,0.73
2017-03-07,0.73
2017-03-08,0.73
2017-03-09,0.73
2017-03-10,0.73
2017-03-13,0.742
2017-03-14,0.742
2017-03-15,0.742
2017-03-16,0.742
2017-03-17,0.742
2017-03-20,0.758
2017-03-21,0.758
2017-03-22,0.758
2017-03-23,0.758
2017-03-24,0.758
2017-03-27,0.766
2017-03-28,0.766
2017-03-29,0.766
2017-03-30,0.766
2017-03-31,0.766
2017-04-03,0.788
2017-04-04,0.788
2017-04-05,0.788
2017-04-06,0.788
2017-04-07,0.788
2017-04-10,0.805
2017-04-11,0.805
2017-04-12,0.805
2017-04-13,0.805
2017-04-14,0.805
2017-04-17,0.798
2017-04-18,0.798
2017-04-19,0.798
2017-04-20,0.798
2017-04-21,0.798
2017-04-24,0.804
2017-04-25,0.804
2017-04-26,0.804
2017-04-27,0.804
2017-04-28,0.804
2017-05-01,0.838
2017-05-02,0.838
2017-05-03,0.838
2017-05-04,0.838
2017-05-05,0.838
2017-05-08,0.884
2017-05-09,0.884
2017-05-10,0.884
2017-05-11,0.884
2017-05-12,0.884
2017-05-15,0.896
2017-05-16,0.896
2017-05-17,0.896
2017-05-18,0.896
2017-05-19,0.896
2017-05-22,0.918
2017-05-23,0.918
2017-05-24,0.918
2017-05-25,0.918
2017-05-26,0.918
2017-05-29,0.95
2017-05-30,0.95
2017-05-31,0.95
2017-06-01,0.95
2017-06-02,0.95
2017-06-05,0.974
2017-06-06,0.974
2017-06-07,0.974
2017-06-08,0.974
2017-06-09,0.974
2017-06-12,0.992
2017-06-13,0.992
2017-06-14,0.992
2017-06-15,0.992
2017-06-16,0.992
2017-06-19,0.974
2017-06-20,0.974
2017-06-21,0.974
2017-06-22,0.974
2017-06-23,0.974
2017-06-26,1
2017-06-27,1
2017-06-28,1
2017-06-29,1
2017-06-30,1
2017-07-03,1.03
2017-07-04,1.03
2017-07-05,1.03
2017-07-06,1.03
2017-07-07,1.03
2017-07-10,1.028
2017-07-11,1.028
2017-07-12,1.028
2017-07-13,1.028
2017-07-14,1.028
2017-07-17,1.092
2017-07-18,1.092
2017-07-19,1.092
2017-07-20,1.092
2017-07-21,1.092
2017-07-24,1.114
2017-07-25,1.114
2017-07-26,1.114
2017-07-27,1.114
2017-07-28,1.114
2017-07-31,1.058
2017-08-01,1.058
2017-08-02,1.058
2017-08-03,1.058
2017-08-04,1.058
2017-08-07,1.026
2017-08-08,1.026
2017-08-09,1.026
2017-08-10,1.026
2017-08-11,1.026
2017-08-14,1.002
2017-08-15,1.002
2017-08-16,1.002
2017-08-17,1.002
2017-08-18,1.002
2017-08-21,0.994
2017-08-22,0.994
2017-08-23,0.994
2017-08-24,0.994
2017-08-25,0.994
2017-08-28,0.996
2017-08-29,0.996
2017-08-30,0.996
2017-08-31,0.996
2017-09-01,0.996
2017-09-04,1.0275
2017-09-05,1.0275
2017-09-06,1.0275
2017-09-07,1.0275
2017-09-08,1.0275
2017-09-11,1.028
2017-09-12,1.028
2017-09-13,1.028
2017-09-14,1.028
2017-09-15,1.028
2017-09-18,1.024
2017-09-19,1.024
2017-09-20,1.024
2017-09-21,1.024
2017-09-22,1.024
2017-09-25,1.044
2017-09-26,1.044
2017-09-27,1.044
2017-09-28,1.044
2017-09-29,1.044
2017-10-02,1.042
2017-10-03,1.042
2017-10-04,1.042
2017-10-05,1.042
2017-10-06,1.042
2017-10-09,1.07
2017-10-10,1.07
2017-10-11,1.07
2017-10-12,1.07
2017-10-13,1.07
2017-10-16,1.08
2017-10-17,1.08
2017-10-18,1.08
2017-10-19,1.08
2017-10-20,1.08
2017-10-23,1.09
2017-10-24,1.09
2017-10-25,1.09
2017-10-26,1.09
2017-10-27,1.09
2017-10-30,1.14
2017-10-31,1.14
2017-11-01,1.14
2017-11-02,1.14
2017-11-03,1.14
2017-11-06,1.202
2017-11-07,1.202
2017-11-08,1.202
2017-11-09,1.202
2017-11-10,1.202
2017-11-13,1.24
2017-11-14,1.24
2017-11-15,1.24
2017-11-16,1.24
2017-11-17,1.24
2017-11-20,1.2725
2017-11-21,1.2725
2017-11-22,1.2725
2017-11-23,1.2725
2017-11-24,1.2725
2017-11-27,1.26
2017-11-28,1.26
2017-11-29,1.26
2017-11-30,1.26
2017-12-01,1.26
2017-12-04,1.274
2017-12-05,1.274
2017-12-06,1.274
2017-12-07,1.274
2017-12-08,1.274
2017-12-11,1.3
2017-12-12,1.3
2017-12-13,1.3
2017-12-14,1.3
2017-12-15,1.3
2017-12-18,1.342
2017-12-19,1.342
2017-12-20,1.342
2017-12-21,1.342
2017-12-22,1.342
2017-12-25,1.4025
2017-12-26,1.4025
2017-12-27,1.4025
2017-12-28,1.4025
2017-12-29,1.4025
2018-01-01,1.3925
2018-01-02,1.3925
2018-01-03,1.3925
2018-01-04,1.3925
2018-01-05,1.3925
2018-01-08,1.414
2018-01-09,1.414
2018-01-10,1.414
2018-01-11,1.414
2018-01-12,1.414
2018-01-15,1.425
2018-01-16,1.425
2018-01-17,1.425
2018-01-18,1.425
2018-01-19,1.425
2018-01-22,1.41
2018-01-23,1.41
2018-01-24,1.41
2018-01-25,1.41
2018-01-26,1.41
2018-01-29,1.442
2018-01-30,1.442
2018-01-31,1.442
2018-02-01,1.442
2018-02-02,1.442
2018-02-05,1.516
2018-02-06,1.516
2018-02-07,1.516
2018-02-08,1.516
2018-02-09,1.516
2018-02-12,1.578
2018-02-13,1.578
2018-02-14,1.578
2018-02-15,1.578
2018-02-16,1.578
2018-02-19,1.62
2018-02-20,1.62
2018-02-21,1.62
2018-02-22,1.62
2018-02-23,1.62
2018-02-26,1.628
2018-02-27,1.628
2018-02-28,1.628
2018-03-01,1.628
2018-03-02,1.628
2018-03-05,1.65
2018-03-06,1.65
2018-03-07,1.65
2018-03-08,1.65
2018-03-09,1.65
2018-03-12,1.72
2018-03-13,1.72
2018-03-14,1.72
2018-03-15,1.72
2018-03-16,1.72
2018-03-19,1.732
2018-03-20,1.732
2018-03-21,1.732
2018-03-22,1.732
2018-03-23,1.732
2018-03-26,1.725
2018-03-27,1.725
2018-03-28,1.725
2018-03-29,1.725
2018-03-30,1.725
2018-04-02,1.706
2018-04-03,1.706
2018-04-04,1.706
2018-04-05,1.706
2018-04-06,1.706
2018-04-09,1.718
2018-04-10,1.718
2018-04-11,1.718
2018-04-12,1.718
2018-04-13,1.718
2018-04-16,1.776
2018-04-17,1.776
2018-04-18,1.776
2018-04-19,1.776
2018-04-20,1.776
2018-04-23,1.814
2018-04-24,1.814
2018-04-25,1.814
2018-04-26,1.814
2018-04-27,1.814
2018-04-30,1.814
2018-05-01,1.814
2018-05-02,1.814
2018-05-03,1.814
2018-05-04,1.814
2018-05-07,1.852
2018-05-08,1.852
2018-05-09,1.852
2018-05-10,1.852
2018-05-11,1.852
2018-05-14,1.884
2018-05-15,1.884
2018-05-16,1.884
2018-05-17,1.884
2018-05-18,1.884
2018-05-21,1.882
2018-05-22,1.882
2018-05-23,1.882
2018-05-24,1.882
2018-05-25,1.882
2018-05-28,1.8925
2018-05-29,1.8925
2018-05-30,1.8925
2018-05-31,1.8925
2018-06-01,1.8925
2018-06-04,1.904
2018-06-05,1.904
2018-06-06,1.904
2018-06-07,1.904
2018-06-08,1.904
2018-06-11,1.9
2018-06-12,1.9
2018-06-13,1.9
2018-06-14,1.9
2018-06-15,1.9
2018-06-18,1.902
2018-06-19,1.902
2018-06-20,1.902
2018-06-21,1.902
2018-06-22,1.902
2018-06-25,1.894
2018-06-26,1.894
2018-06-27,1.894
2018-06-28,1.894
2018-06-29,1.894
2018-07-02,1.935
2018-07-03,1.935
2018-07-04,1.935
2018-07-05,1.935
2018-07-06,1.935
2018-07-09,1.942
2018-07-10,1.942
2018-07-11,1.942
2018-07-12,1.942
2018-07-13,1.942
2018-07-16,1.966
2018-07-17,1.966
2018-07-18,1.966
2018-07-19,1.966
2018-07-20,1.966
2018-07-23,1.964
2018-07-24,1.964
2018-07-25,1.964
2018-07-26,1.964
2018-07-27,1.964
2018-07-30,1.988
2018-07-31,1.988
2018-08-01,1.988
2018-08-02,1.988
2018-08-03,1.988
2018-08-06,2.018
2018-08-07,2.018
2018-08-08,2.018
2018-08-09,2.018
2018-08-10,2.018
2018-08-13,2.028
2018-08-14,2.028
2018-08-15,2.028
2018-08-16,2.028
2018-08-17,2.028
2018-08-20,2.042
2018-08-21,2.042
2018-08-22,2.042
2018-08-23,2.042
2018-08-24,2.042
2018-08-27,2.08
2018-08-28,2.08
2018-08-29,2.08
2018-08-30,2.08
2018-08-31,2.08
2018-09-03,2.095
2018-09-04,2.095
2018-09-05,2.095
2018-09-06,2.095
2018-09-07,2.095
2018-09-10,2.114
2018-09-11,2.114
2018-09-12,2.114
2018-09-13,2.114
2018-09-14,2.114
2018-09-17,2.13
2018-09-18,2.13
2018-09-19,2.13
2018-09-20,2.13
2018-09-21,2.13
2018-09-24,2.16
2018-09-25,2.16
2018-09-26,2.16
2018-09-27,2.16
2018-09-28,2.16
2018-10-01,2.186
2018-10-02,2.186
2018-10-03,2.186
2018-10-04,2.186
2018-10-05,2.186
2018-10-08,2.2225
2018-10-09,2.2225
2018-10-10,2.2225
2018-10-11,2.2225
2018-10-12,2.2225
2018-10-15,2.266
2018-10-16,2.266
2018-10-17,2.266
2018-10-18,2.266
2018-10-19,2.266
2018-10-22,2.29
2018-10-23,2.29
2018-10-24,2.29
2018-10-25,2.29
2018-10-26,2.29
2018-10-29,2.286
2018-10-30,2.286
2018-10-31,2.286
2018-11-01,2.286
2018-11-02,2.286
2018-11-05,2.312
2018-11-06,2.312
2018-11-07,2.312
2018-11-08,2.312
2018-11-09,2.312
2018-11-12,2.325
2018-11-13,2.325
2018-11-14,2.325
2018-11-15,2.325
2018-11-16,2.325
2018-11-19,2.35
2018-11-20,2.35
2018-11-21,2.35
2018-11-22,2.35
2018-11-23,2.35
2018-11-26,2.344
2018-11-27,2.344
2018-11-28,2.344
2018-11-29,2.344
2018-11-30,2.344
2018-12-03,2.3575
2018-12-04,2.3575
2018-12-05,2.3575
2018-12-06,2.3575
2018-12-07,2.3575
2018-12-10,2.376
2018-12-11,2.376
2018-12-12,2.376
2018-12-13,2.376
2018-12-14,2.376
2018-12-17,2.346
2018-12-18,2.346
2018-12-19,2.346
2018-12-20,2.346
2018-12-21,2.346
2018-12-24,2.3775
2018-12-25,2.3775
2018-12-26,2.3775
2018-12-27,2.3775
2018-12-28,2.3775
2018-12-31,2.4
2019-01-01,2.3775
2019-01-02,2.3775
2019-01-03,2.3775
2019-01-04,2.3775
2019-01-07,2.3775
2019-01-08,2.394
2019-01-09,2.394
2019-01-10,2.394
2019-01-11,2.394
2019-01-14,2.394
2019-01-15,2.3775
2019-01-16,2.3775
2019-01-17,2.3775
2019-01-18,2.3775
2019-01-21,2.3775
2019-01-22,2.354
2019-01-23,2.354
2019-01-24,2.354
2019-01-25,2.354
2019-01-28,2.354
2019-01-29,2.364
2019-01-30,2.364
2019-01-31,2.364
2019-02-01,2.364
2019-02-04,2.364
2019-02-05,2.378
2019-02-06,2.378
2019-02-07,2.378
2019-02-08,2.378
2019-02-11,2.378
2019-02-12,2.3825
2019-02-13,2.3825
2019-02-14,2.3825
2019-02-15,2.3825
2019-02-18,2.3825
2019-02-19,2.408
2019-02-20,2.408
2019-02-21,2.408
2019-02-22,2.408
2019-02-25,2.408
2019-02-26,2.4
2019-02-27,2.4
2019-02-28,2.4
2019-03-01,2.4
2019-03-04,2.4
2019-03-05,2.408
2019-03-06,2.408
2019-03-07,2.408
2019-03-08,2.408
2019-03-11,2.408
2019-03-12,2.4
2019-03-13,2.4
2019-03-14,2.4
2019-03-15,2.4
2019-03-18,2.4
2019-03-19,2.416
2019-03-20,2.416
2019-03-21,2.416
2019-03-22,2.416
2019-03-25,2.416
2019-03-26,2.382
2019-03-27,2.382
2019-03-28,2.382
2019-03-29,2.382
2019-04-01,2.382
2019-04-02,2.384
2019-04-03,2.384
2019-04-04,2.384
2019-04-05,2.384
2019-04-08,2.384
2019-04-09,2.38
2019-04-10,2.38
2019-04-11,2.38
2019-04-12,2.38
2019-04-15,2.38
2019-04-16,2.3825
2019-04-17,2.3825
2019-04-18,2.3825
2019-04-19,2.3825
2019-04-22,2.3825
2019-04-23,2.386
2019-04-24,2.386
2019-04-25,2.386
2019-04-26,2.386
2019-04-29,2.386
2019-04-30,2.388
2019-05-01,2.388
2019-05-02,2.388
2019-05-03,2.388
2019-05-06,2.388
2019-05-07,2.376
2019-05-08,2.376
2019-05-09,2.376
2019-05-10,2.376
2019-05-13,2.376
2019-05-14,2.352
2019-05-15,2.352
2019-05-16,2.352
2019-05-17,2.352
2019-05-20,2.352
2019-05-21,2.3225
2019-05-22,2.3225
2019-05-23,2.3225
2019-05-24,2.3225
2019-05-27,2.3225
2019-05-28,2.314
2019-05-29,2.314
2019-05-30,2.314
2019-05-31,2.314
2019-06-03,2.314
2019-06-04,2.27
2019-06-05,2.27
2019-06-06,2.27
2019-06-07,2.27
2019-06-10,2.27
2019-06-11,2.176
2019-06-12,2.176
2019-06-13,2.176
2019-06-14,2.176
2019-06-17,2.176
2019-06-18,2.108
2019-06-19,2.108
2019-06-20,2.108
2019-06-21,2.108
2019-06-24,2.108
2019-06-25,2.1
2019-06-26,2.1
2019-06-27,2.1
2019-06-28,2.1
2019-07-01,2.1
2019-07-02,2.175
2019-07-03,2.175
2019-07-04,2.175
2019-07-05,2.175
2019-07-08,2.175
2019-07-09,2.138
2019-07-10,2.138
2019-07-11,2.138
2019-07-12,2.138
2019-07-15,2.138
2019-07-16,2.052
2019-07-17,2.052
2019-07-18,2.052
2019-07-19,2.052
2019-07-22,2.052
2019-07-23,2.056
2019-07-24,2.056
2019-07-25,2.056
2019-07-26,2.056
2019-07-29,2.056
2019-07-30,2.026
2019-07-31,2.026
2019-08-01,2.026
2019-08-02,2.026
2019-08-05,2.026
2019-08-06,1.978
2019-08-07,1.978
2019-08-08,1.978
2019-08-09,1.978
2019-08-12,1.978
2019-08-13,1.896
2019-08-14,1.896
2019-08-15,1.896
2019-08-16,1.896
2019-08-19,1.896
2019-08-20,1.936
2019-08-21,1.936
2019-08-22,1.936
2019-08-23,1.936
2019-08-26,1.936
