Security,UMG NA Equity,,,,,
Start Date,9/21/2021 0:00,,,,,
End Date,3/26/2025 0:00,,,,,
Period,D,,,,,
Currency,USD,,,,,
,,,,,,
Date,PX_LAST,Change,% Change,PX_BID,Change,% Change
8/24/2023,24.75845,-0.37853,-1.505869042,24.74763,-0.37849,-1.506360711
8/23/2023,25.13698,0.16028,0.641718081,25.12612,0.16027,0.641956913
8/22/2023,24.9767,-0.1197,-0.476960839,24.96585,-0.11965,-0.476968767
8/21/2023,25.0964,0.06675,0.266683713,25.0855,0.06673,0.266719747
8/18/2023,25.02965,-0.29433,-1.162258065,25.01877,-0.29434,-1.162796669
8/17/2023,25.32398,-0.0645,-0.254052232,25.31311,-0.06449,-0.254121745
8/16/2023,25.38848,-0.08321,-0.3266764,25.3776,-0.09409,-0.369390488
8/15/2023,25.47169,-0.26375,-1.024851333,25.47169,-0.26375,-1.024851333
8/14/2023,25.73544,0.16325,0.638388812,25.73544,0.17419,0.681461196
8/11/2023,25.57219,-0.45153,-1.735070928,25.56125,-0.46247,-1.777109499
8/10/2023,26.02372,0.06075,0.233987098,26.02372,0.06075,0.233987098
8/9/2023,25.96297,0.0819,0.316447504,25.96297,0.0819,0.316447504
8/8/2023,25.88107,0.07272,0.281769272,25.88107,0.08372,0.324529457
8/7/2023,25.80835,-0.3643,-1.391911022,25.79735,-0.3753,-1.433939628
8/4/2023,26.17265,0.57081,2.229566312,26.17265,0.58177,2.273348943
8/3/2023,25.60184,-0.0235,-0.0917061,25.59088,-0.02351,-0.091784345
8/2/2023,25.62534,-0.04914,-0.191396281,25.61439,-0.04912,-0.191400163
8/1/2023,25.67448,-0.00485,-0.018886786,25.66351,-0.00481,-0.018739053
7/31/2023,25.67933,0.18722,0.734423318,25.66832,0.17621,0.691233484
7/28/2023,25.49211,-0.93884,-3.552047883,25.49211,-0.92785,-3.511928103
7/27/2023,26.43095,2.28292,9.45385607,26.41996,2.27193,9.408345111
7/26/2023,24.14803,0.34148,1.434395156,24.14803,0.34148,1.434395156
7/25/2023,23.80655,-0.24139,-1.003786603,23.80655,-0.23031,-0.958153436
7/24/2023,24.04794,-0.28025,-1.151955818,24.03686,-0.29133,-1.197499691
7/21/2023,24.32819,0.20023,0.829867092,24.32819,0.20023,0.829867092
7/20/2023,24.12796,-0.15868,-0.653363331,24.12796,-0.15868,-0.653363331
7/19/2023,24.28664,-0.10599,-0.434516491,24.28664,-0.09477,-0.388697782
7/18/2023,24.39263,0.60114,2.526701774,24.38141,0.58992,2.479542055
7/17/2023,23.79149,-0.13634,-0.56979676,23.79149,-0.1251,-0.523067879
7/14/2023,23.92783,0.00302,0.01262288,23.91659,0.00299,0.012503345
