Date,Open,High,Low,Close Close price adjusted for splits.,Adj Close Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
"Oct 23, 2024",10478.26,10480.68,10241.63,10329.29,10329.29,-
"Oct 22, 2024",10480.57,10532.64,10434.24,10502.33,10502.33,-
"Oct 21, 2024",10517.43,10588.65,10439.05,10530.56,10530.56,-
"Oct 18, 2024",10583.91,10600.98,10534.28,10554.18,10554.18,-
"Oct 17, 2024",10661.61,10675.71,10524.33,10525.3,10525.3,-
"Oct 16, 2024",10605.06,10614.29,10486.8,10529.24,10529.24,-
"Oct 15, 2024",10899.2,10932.58,10528.61,10577.09,10577.09,-
"Oct 14, 2024",10870.98,10949.85,10840.84,10924.46,10924.46,-
"Oct 11, 2024",10680.23,10832.81,10680.13,10804.26,10804.26,-
"Oct 10, 2024",10567.57,10736.35,10562.21,10712.34,10712.34,-
"Oct 9, 2024",10513.45,10675.29,10491.22,10664.6,10664.6,-
"Oct 8, 2024",10420.85,10531.34,10378.88,10514.37,10514.37,-
"Oct 7, 2024",10422.2,10485.18,10370.9,10412.79,10412.79,-
"Oct 4, 2024",10518.65,10519.0,10377.64,10486.48,10486.48,-
"Oct 3, 2024",10252.01,10420.74,10251.01,10335.5,10335.5,-
"Oct 2, 2024",10255.22,10400.01,10197.69,10340.15,10340.15,-
"Oct 1, 2024",10464.49,10470.93,10163.96,10232.38,10232.38,-
"Sep 30, 2024",10438.83,10492.43,10337.9,10443.26,10443.26,-
"Sep 27, 2024",10577.92,10591.05,10459.77,10489.7,10489.7,-
"Sep 26, 2024",10669.01,10669.01,10368.1,10540.03,10540.03,-
"Sep 25, 2024",10302.19,10411.35,10300.66,10332.98,10332.98,-
"Sep 24, 2024",10335.73,10382.2,10222.82,10331.36,10331.36,-
"Sep 23, 2024",10276.2,10291.42,10240.94,10264.62,10264.62,-
"Sep 20, 2024",10249.02,10275.73,10116.92,10230.75,10230.75,-
"Sep 19, 2024",10317.43,10380.85,10234.91,10299.62,10299.62,-
"Sep 18, 2024",10102.62,10187.03,9993.85,10002.3,10002.3,-
"Sep 17, 2024",10166.78,10184.31,10029.88,10075.38,10075.38,-
"Sep 16, 2024",10058.6,10105.06,10000.22,10092.98,10092.98,-
"Sep 13, 2024",10057.21,10153.08,10056.24,10120.4,10120.4,-
"Sep 12, 2024",10034.74,10111.63,9959.71,10046.01,10046.01,-
"Sep 11, 2024",9823.71,10072.64,9650.45,10058.96,10058.96,-
"Sep 10, 2024",9762.14,9807.17,9636.26,9800.33,9800.33,-
"Sep 9, 2024",9706.65,9773.48,9644.03,9744.13,9744.13,-
"Sep 6, 2024",9868.36,9883.23,9576.46,9618.78,9618.78,-
"Sep 5, 2024",9837.8,9968.16,9797.81,9874.59,9874.59,-
"Sep 4, 2024",9863.03,10025.07,9838.48,9917.13,9917.13,-
"Sep 3, 2024",10351.05,10351.05,9954.22,10001.38,10001.38,-
"Aug 30, 2024",10468.1,10486.39,10344.74,10465.2,10465.2,-
"Aug 29, 2024",10244.52,10418.21,10223.23,10249.34,10249.34,-
"Aug 28, 2024",10289.64,10309.92,10079.15,10152.35,10152.35,-
"Aug 27, 2024",10216.79,10335.21,10170.79,10313.16,10313.16,-
"Aug 26, 2024",10384.53,10420.13,10241.75,10269.27,10269.27,-
"Aug 23, 2024",10468.5,10522.79,10366.55,10470.0,10470.0,-
"Aug 22, 2024",10589.87,10601.93,10308.34,10325.77,10325.77,-
"Aug 21, 2024",10499.04,10579.44,10472.09,10569.47,10569.47,-
"Aug 20, 2024",10487.09,10547.08,10418.53,10453.27,10453.27,-
"Aug 19, 2024",10376.42,10515.51,10326.51,10515.51,10515.51,-
"Aug 16, 2024",10306.38,10406.13,10293.53,10378.09,10378.09,-
"Aug 15, 2024",10192.96,10383.59,10187.81,10370.06,10370.06,-
"Aug 14, 2024",10065.89,10102.77,9931.77,10042.35,10042.35,-
"Aug 13, 2024",9840.96,10039.63,9838.35,10029.71,10029.71,-
"Aug 12, 2024",9772.14,9824.31,9689.19,9753.14,9753.14,-
"Aug 9, 2024",9708.31,9803.84,9648.11,9760.35,9760.35,-
"Aug 8, 2024",9525.4,9750.61,9424.28,9740.57,9740.57,-
"Aug 7, 2024",9661.22,9718.74,9328.32,9335.21,9335.21,-
"Aug 6, 2024",9370.46,9558.26,9294.23,9395.97,9395.97,-
"Aug 5, 2024",9019.48,9457.61,9019.48,9288.31,9288.31,-
"Aug 2, 2024",9599.13,9608.73,9382.55,9481.51,9481.51,-
"Aug 1, 2024",10251.14,10347.98,9824.52,9923.38,9923.38,-
"Jul 31, 2024",10266.5,10380.91,10225.68,10347.99,10347.99,-
"Jul 30, 2024",10242.03,10267.93,9927.04,9999.5,9999.5,-
"Jul 29, 2024",10295.31,10359.33,10184.08,10212.0,10212.0,-
"Jul 26, 2024",10237.19,10289.83,10148.35,10219.79,10219.79,-
"Jul 25, 2024",10166.92,10352.95,9980.09,10094.14,10094.14,-
"Jul 24, 2024",10483.78,10511.0,10158.13,10172.3,10172.3,-
"Jul 23, 2024",10630.3,10712.55,10611.52,10620.65,10620.65,-
"Jul 22, 2024",10646.5,10720.98,10561.04,10709.86,10709.86,-
"Jul 19, 2024",10621.85,10644.79,10481.35,10503.45,10503.45,-
"Jul 18, 2024",10839.11,10847.56,10570.3,10661.59,10661.59,-
"Jul 17, 2024",10980.71,11016.62,10753.68,10757.7,10757.7,-
"Jul 16, 2024",11205.86,11230.54,11114.01,11222.98,11222.98,-
"Jul 15, 2024",11163.68,11280.51,11119.98,11168.48,11168.48,-
"Jul 12, 2024",11034.5,11257.7,11023.89,11145.72,11145.72,-
"Jul 11, 2024",11247.86,11261.39,10988.3,11000.94,11000.94,-
"Jul 10, 2024",11137.67,11234.52,11073.99,11224.97,11224.97,-
"Jul 9, 2024",11201.42,11214.65,11059.06,11104.32,11104.32,-
"Jul 8, 2024",11143.09,11188.06,11117.82,11178.97,11178.97,-
"Jul 5, 2024",11047.33,11162.22,11023.57,11152.76,11152.76,-
"Jul 3, 2024",10945.16,11049.81,10940.97,11024.35,11024.35,-
"Jul 2, 2024",10797.08,10945.82,10795.3,10943.99,10943.99,-
"Jul 1, 2024",10797.39,10839.93,10662.37,10832.37,10832.37,-
"Jun 28, 2024",10785.42,10940.81,10756.77,10790.65,10790.65,-
"Jun 27, 2024",10692.12,10782.02,10687.26,10749.36,10749.36,-
"Jun 26, 2024",10663.92,10719.2,10642.59,10696.84,10696.84,-
"Jun 25, 2024",10628.61,10699.94,10580.16,10689.96,10689.96,-
"Jun 24, 2024",10684.31,10732.24,10579.43,10582.28,10582.28,-
"Jun 21, 2024",10713.18,10769.51,10640.32,10742.46,10742.46,-
